"","date","date_end","site","site_name","variable","value","site_network_id","statistic_type_id","ratified_id","unit_id","unit_name","statistic_type","network_parameter_id","network_id"
"159",2016-08-17,2016-08-18,"esk","Eskdalemuir","o3",51.214651,2062,12,1,24,"ugm-3","daily_mean",15,"scor"
"160",2016-08-18,2016-08-19,"esk","Eskdalemuir","o3",54.299671,2062,12,1,24,"ugm-3","daily_mean",15,"scor"
"161",2016-08-16,2016-08-17,"fal3","Falkirk Hope St","no2",NA,2376,12,1,24,"ugm-3","daily_mean",3,"saun"
"162",2016-08-17,2016-08-18,"fal3","Falkirk Hope St","no2",22.710938,2376,12,1,24,"ugm-3","daily_mean",3,"saun"
"163",2016-08-18,2016-08-19,"fal3","Falkirk Hope St","no2",23.189062,2376,12,1,24,"ugm-3","daily_mean",3,"saun"
"164",2016-08-15,2016-08-16,"fal5","Falkirk Haggs","no2",32.429348,2587,12,1,24,"ugm-3","daily_mean",3,"saun"
"165",2016-08-16,2016-08-17,"fal5","Falkirk Haggs","no2",35.58913,2587,12,1,24,"ugm-3","daily_mean",3,"saun"
"166",2016-08-17,2016-08-18,"fal5","Falkirk Haggs","no2",32.947159,2587,12,1,24,"ugm-3","daily_mean",3,"saun"
"167",2016-08-18,2016-08-19,"fal5","Falkirk Haggs","no2",29.269565,2587,12,1,24,"ugm-3","daily_mean",3,"saun"
"168",2016-08-15,2016-08-16,"fal6","Falkirk West Bridge Street","no2",39.684375,2608,12,1,24,"ugm-3","daily_mean",3,"saun"
"169",2016-08-16,2016-08-17,"fal6","Falkirk West Bridge Street","no2",55.940625,2608,12,1,24,"ugm-3","daily_mean",3,"saun"
"170",2016-08-17,2016-08-18,"fal6","Falkirk West Bridge Street","no2",54.028125,2608,12,1,24,"ugm-3","daily_mean",3,"saun"
"171",2016-08-18,2016-08-19,"fal6","Falkirk West Bridge Street","no2",NA,2608,12,1,24,"ugm-3","daily_mean",3,"saun"
"172",2016-08-15,2016-08-16,"fal7","Falkirk Banknock","pm25",3.458333,3247,12,1,127,"ugm-3 (FIDAS)","daily_mean",7,"saun"
"173",2016-08-16,2016-08-17,"fal7","Falkirk Banknock","pm25",9.375,3247,12,1,127,"ugm-3 (FIDAS)","daily_mean",7,"saun"
"174",2016-08-17,2016-08-18,"fal7","Falkirk Banknock","pm25",9.541667,3247,12,1,127,"ugm-3 (FIDAS)","daily_mean",7,"saun"
"175",2016-08-18,2016-08-19,"fal7","Falkirk Banknock","pm25",9.666667,3247,12,1,127,"ugm-3 (FIDAS)","daily_mean",7,"saun"
"176",2016-08-15,2016-08-16,"falk","Falkirk Grangemouth MC","no2",17.85,2364,12,1,24,"ugm-3","daily_mean",3,"saun"
"177",2016-08-16,2016-08-17,"falk","Falkirk Grangemouth MC","no2",24.8625,2364,12,1,24,"ugm-3","daily_mean",3,"saun"
"178",2016-08-17,2016-08-18,"falk","Falkirk Grangemouth MC","no2",18.009375,2364,12,1,24,"ugm-3","daily_mean",3,"saun"
"179",2016-08-18,2016-08-19,"falk","Falkirk Grangemouth MC","no2",NA,2364,12,1,24,"ugm-3","daily_mean",3,"saun"
"180",2016-08-15,2016-08-16,"fw","Fort William","o3",30.367902,2280,12,1,24,"ugm-3","daily_mean",5,"saun"
"181",2016-08-16,2016-08-17,"fw","Fort William","o3",46.333502,2280,12,1,24,"ugm-3","daily_mean",5,"saun"
"182",2016-08-17,2016-08-18,"fw","Fort William","o3",NA,2280,12,1,24,"ugm-3","daily_mean",5,"saun"
"183",2016-08-18,2016-08-19,"fw","Fort William","o3",NA,2280,12,1,24,"ugm-3","daily_mean",5,"saun"
"184",2016-08-15,2016-08-16,"fw","Fort William","no2",8.932969,2277,12,1,24,"ugm-3","daily_mean",3,"saun"
"185",2016-08-16,2016-08-17,"fw","Fort William","no2",10.623068,2277,12,1,24,"ugm-3","daily_mean",3,"saun"
"186",2016-08-17,2016-08-18,"fw","Fort William","no2",12.497772,2277,12,1,24,"ugm-3","daily_mean",3,"saun"
